,0
637,"whole wheat pasta,spaghetti,olive oil,butter,chocolate,french fries,tomato juice,low fat yogurt"
638,red wine
639,"frozen vegetables,mineral water,eggs,gums,cooking oil,frozen smoothie,cottage cheese,low fat yogurt"
640,"turkey,grated cheese,energy bar,vegetables mix,brownies"
641,"turkey,burgers,nonfat milk,cooking oil,energy drink"
642,"french fries,low fat yogurt"
643,muffins
644,"herb & pepper,mineral water,salmon,whole wheat rice,cake,green tea"
645,"mineral water,cake,chocolate,low fat yogurt,candy bars"
646,"grated cheese,mineral water,chocolate,soup,milk,olive oil,light cream,chicken"
647,"mineral water,strawberries"
648,escalope
649,"grated cheese,parmesan cheese,butter,whole wheat rice,cooking oil"
650,"ground beef,mint"
651,cookies
652,"ground beef,avocado,milk,chicken,rice"
653,"frozen vegetables,soup,eggs,low fat yogurt"
654,"herb & pepper,ground beef,spaghetti,mineral water,chocolate,black tea,french wine,pancakes,rice,green tea,toothpaste"
655,"shrimp,parmesan cheese,mineral water,eggs,cake,oil,cooking oil,toothpaste,low fat yogurt"
656,"ham,herb & pepper,frozen vegetables,tomatoes,spaghetti,olive oil,black tea,vegetables mix,cooking oil,green tea,frozen smoothie,mint"
657,"chicken,cider,eggs"
658,"shrimp,tomato sauce,mineral water,chocolate,escalope,mint"
659,energy drink
660,"ham,spaghetti,mineral water,energy bar,eggs,cooking oil,pancakes,fresh bread,low fat yogurt"
661,"shrimp,frozen vegetables,tomatoes"
662,"turkey,herb & pepper,frozen vegetables,ground beef,yams,mineral water,salmon"
663,"shrimp,mineral water"
664,"turkey,ground beef,spaghetti,soup,escalope,yogurt cake"
665,"shrimp,pepper,mineral water,soup,milk,eggs,rice,barbecue sauce,clothes accessories,cookies"
666,"burgers,pancakes"
667,low fat yogurt
668,"mineral water,milk"
669,milk
670,chocolate
671,"whole wheat pasta,mineral water,olive oil,pancakes"
672,"yams,mineral water,eggs,cake"
673,"turkey,french fries"
674,"shrimp,spaghetti,yams,mineral water,chocolate,olive oil,light cream,chicken,green tea,french fries,sandwich,white wine"
675,"mineral water,milk,salmon,green tea,cookies,fresh bread"
676,"spaghetti,olive oil"
677,"herb & pepper,spaghetti"
678,"spaghetti,mineral water,soup,salmon,pancakes,chicken,mint green tea,low fat yogurt"
679,"frozen vegetables,whole wheat pasta,ground beef,mineral water,chocolate,milk,olive oil,almonds,french wine,yogurt cake,fresh bread"
680,green tea
681,"burgers,grated cheese,spaghetti,nonfat milk,eggs,gums,chocolate,tomato juice,low fat yogurt"
682,"ham,ground beef,olive oil,energy bar,chicken,brownies,white wine"
683,"whole wheat pasta,mineral water,olive oil,cooking oil,frozen smoothie,green tea"
684,"vegetables mix,champagne"
685,olive oil
686,"herb & pepper,ground beef,escalope,pancakes,green tea"
687,"herb & pepper,frozen vegetables,ground beef,tomato sauce,spaghetti,mineral water,milk,french wine,eggs,whole wheat rice,chocolate,escalope,hot dogs,green tea"
688,"yams,carrots"
689,chicken
690,"turkey,burgers,herb & pepper,ground beef,yams,mineral water,avocado,milk,almonds,muffins,eggs,french fries"
691,"whole wheat pasta,salmon,antioxydant juice,mint green tea"
692,"chocolate,french fries,strawberries,fresh bread"
693,"burgers,chocolate,shrimp,whole wheat pasta,ground beef,soup,energy bar, asparagus"
694,"mineral water,butter,pancakes,french fries,frozen smoothie,white wine,low fat yogurt"
695,"muffins,eggs"
696,"turkey,shrimp,frozen vegetables,eggs"
697,"burgers,eggs,yogurt cake"
698,"burgers,fresh tuna,shrimp,frozen vegetables,whole wheat pasta,yams,mineral water,olive oil,almonds,cake,chicken,extra dark chocolate"
699,"herb & pepper,ground beef,mineral water,chicken"
700,frozen smoothie
701,"chicken,tomato juice"
702,"whole wheat pasta,olive oil"
703,"milk,energy bar,green tea"
704,"grated cheese,herb & pepper"
705,"escalope,green tea"
706,"soup,meatballs,milk,almonds,green tea"
707,"herb & pepper,pet food,cookies"
708,"grated cheese,whole wheat pasta,olive oil,energy bar,light cream,oil,french fries,pancakes,low fat yogurt"
709,honey
710,"parmesan cheese,mineral water,fromage blanc,eggs,honey,frozen smoothie"
711,"bramble,zucchini"
712,"ground beef,pepper,milk,eggs,green tea,chocolate,white wine"
713,"chocolate,red wine,butter,french fries,cookies,low fat yogurt"
714,"chocolate,spaghetti,bug spray"
715,cookies
716,"spaghetti,mineral water,vegetables mix,eggs,whole wheat rice,fresh bread"
717,"chocolate,grated cheese,mineral water,salmon,whole wheat rice,burger sauce,escalope,mushroom cream sauce,low fat yogurt"
718,"spaghetti,champagne"
719,"frozen vegetables,mineral water"
720,"mineral water,body spray,low fat yogurt"
721,"herb & pepper,red wine,whole wheat pasta,cake,tomato juice"
722,"burgers,parmesan cheese,eggs,french fries,hot dogs"
723,"mineral water,eggs,pancakes"
724,"eggs,french fries"
725,"shrimp,frozen vegetables,tomatoes,spaghetti"
726,"mineral water,almonds,pancakes,chocolate,french fries,green tea"
727,"cake,french fries,escalope"
728,"frozen vegetables,spaghetti,mineral water,milk,black tea,french wine,cider,chutney,salmon"
729,"almonds,cake,low fat yogurt"
730,french fries
731,hot dogs
732,"mineral water,soup,chicken,light cream,green tea,chocolate,champagne,low fat yogurt"
733,"ground beef,olive oil"
734,"french fries,cookies,green tea"
735,"soup,blueberries,cooking oil,chocolate,cookies,champagne,salt"
736,"chocolate,french fries,frozen smoothie,escalope,fresh bread"
737,"yams,mint"
738,"frozen vegetables,ground beef,salmon,muffins,chocolate,magazines"
739,"fresh tuna,herb & pepper,parmesan cheese,milk,olive oil,pancakes,honey,cake,chocolate"
740,"grated cheese,shrimp,butter,whole wheat rice,french fries,escalope,cookies,cottage cheese"
741,"energy bar,eggs,french fries,champagne,body spray"
742,"burgers,eggs,french fries"
743,"burgers,shrimp,mineral water,milk,eggs,chocolate,french fries,fresh bread"
744,"ground beef,mineral water,chocolate,milk,chicken,nonfat milk,green tea"
745,"mineral water,chicken"
746,"turkey,ground beef,spaghetti,milk,eggs,cake"
747,"french fries,green tea"
748,"french fries,escalope"
749,"turkey,sparkling water"
750,"whole wheat pasta,mineral water,olive oil,carrots,protein bar,low fat yogurt"
751,cookies
752,"turkey,grated cheese,honey,green beans,french fries"
753,"turkey,red wine,mineral water,chocolate,soup,light cream,rice,oil,chicken,barbecue sauce"
754,"turkey,eggs"
755,low fat yogurt
756,"nonfat milk,low fat yogurt"
757,"frozen vegetables,low fat yogurt"
758,"herb & pepper,parmesan cheese,whole wheat pasta,mineral water,milk,eggs,low fat yogurt,mint"
759,"yogurt cake,mint"
760,"sandwich,salt"
761,"shrimp,fresh bread,green tea"
762,"pepper,tomato sauce,escalope"
763,"mineral water,cake,protein bar,toothpaste"
764,candy bars
765,red wine
766,"spaghetti,mineral water,honey,strawberries"
767,"mineral water,eggs,green tea"
768,"grated cheese,frozen vegetables,parmesan cheese,french wine,french fries,fresh bread,green tea"
769,"frozen vegetables,parmesan cheese,whole wheat pasta,spaghetti,mineral water,chocolate,avocado,milk,olive oil,muffins,cake"
770,"chocolate,grated cheese,shrimp,spaghetti,olive oil,honey,strawberries,mint"
771,"spaghetti,strawberries"
772,"burgers,chocolate,mushroom cream sauce"
773,"mineral water,olive oil,extra dark chocolate"
774,"eggs,green tea"
775,tomato juice
776,"muffins,low fat yogurt"
777,"soup,olive oil,pancakes,light cream,champagne,low fat yogurt"
778,"mineral water,vegetables mix,low fat yogurt"
779,"pepper,mineral water,avocado,pancakes,eggs,honey,green tea,chocolate"
780,"pickles,burgers,almonds,honey,frozen smoothie"
781,"bug spray,clothes accessories,cottage cheese"
782,"frozen vegetables,ground beef,spaghetti,pancakes,honey,whole wheat rice,green beans,french fries,frozen smoothie,mashed potato"
783,"spaghetti,mineral water,milk"
784,pancakes
785,muffins
786,"frozen vegetables,oil,cereals"
787,"turkey,shrimp,mineral water,milk,almonds,strong cheese,cake,frozen smoothie"
788,"chocolate,rice,eggplant,hand protein bar,zucchini"
789,"spaghetti,meatballs,nonfat milk,hot dogs"
790,"frozen vegetables,cake,cookies,pancakes"
791,"butter,bug spray,french fries,yogurt cake,green tea"
792,herb & pepper
793,"soup,milk,cider,chicken,green beans"
794,"shrimp,spaghetti,mineral water,avocado,milk,salmon,frozen smoothie,escalope,hot dogs"
795,"milk,whole wheat rice,escalope,champagne"
796,"escalope,pasta,mushroom cream sauce"
797,parmesan cheese
798,"grated cheese,spaghetti,french fries"
799,"burgers,shrimp,whole wheat pasta,spaghetti,mineral water,milk,olive oil,chicken,salmon,pancakes,cake"
800,"turkey,chocolate,grated cheese,frozen vegetables,ground beef,spaghetti,milk,butter,bacon,whole wheat rice"
801,"turkey,pepper,chocolate,fromage blanc,eggs,green tea,escalope"
802,"tomatoes,ground beef,avocado,milk,pancakes,green tea"
803,"turkey,mineral water,green tea,protein bar"
804,"mineral water,low fat yogurt"
805,"pancakes,tomato juice,candy bars"
806,"yams,avocado,bacon,oil,french fries,brownies,pancakes,zucchini,green tea"
807,"shrimp,spaghetti,mineral water,soup,milk,olive oil,chicken,cake,burger sauce,oil"
808,"chicken,cooking oil,tea"
809,"burgers,soup,vegetables mix,pancakes,body spray,melons,protein bar,asparagus,mayonnaise,mint,green tea"
810,"shrimp,pepper"
811,"spaghetti,olive oil,blueberries"
812,muffins
813,"grated cheese,herb & pepper,muffins,eggs,low fat yogurt"
814,"grated cheese,frozen vegetables,spaghetti,milk,gums,light cream,cooking oil,gluten free bar"
815,"pepper,pancakes,french fries,tomato juice"
816,"frozen vegetables,tomatoes,parmesan cheese,ground beef,tomato sauce,milk,extra dark chocolate,melons,mint,green tea"
817,"olive oil,chicken,chocolate,cookies,green tea"
818,"whole wheat pasta,ground beef,spaghetti,chocolate,french wine,pancakes,eggs,frozen smoothie,sandwich,tomato juice"
819,"eggs,cottage cheese"
820,"muffins,cottage cheese"
821,"green tea,frozen smoothie,white wine"
822,"mineral water,chocolate,rice,champagne"
823,mineral water
824,"shrimp,whole wheat pasta,meatballs,milk"
825,"herb & pepper,parmesan cheese,ground beef,pepper,spaghetti,cream,black tea,almonds,french wine,pancakes,eggs"
826,"grated cheese,shrimp,parmesan cheese,ground beef,mineral water,mint"
827,"mineral water,rice"
828,pancakes
829,"mineral water,honey"
830,"burgers,ground beef,pancakes,salt"
831,"parmesan cheese,soda,french fries,brownies"
832,whole wheat rice
833,"ground beef,spaghetti,chicken,rice,oil,cooking oil,hot dogs,mint"
834,"butter,chocolate"
835,pepper
836,"herb & pepper,chocolate,champagne,yogurt cake,green tea"
837,"grated cheese,mineral water,eggs,escalope"
838,"cookies,yogurt cake,light mayo,green tea"
839,"milk,cooking oil"
840,"milk,olive oil,light cream,cooking oil,chicken,extra dark chocolate,cereals,french fries,frozen smoothie,pancakes,tomato juice,fresh bread,low fat yogurt"
841,"tomatoes,soup,avocado,milk,yogurt cake,energy drink,low fat yogurt,green tea"
842,"ham,chocolate,ground beef,mineral water,oil"
843,"green tea,champagne,escalope"
844,chocolate
845,"escalope,pasta"
846,"burgers,mineral water,olive oil,rice,antioxydant juice,frozen smoothie"
847,green tea
848,"grated cheese,tomato sauce,spaghetti,milk,pancakes,energy drink,white wine"
849,"turkey,spaghetti,strong cheese,strawberries"
850,muffins
851,"ground beef,spaghetti,cider,cooking oil,cookies"
852,"burgers,frozen vegetables,parmesan cheese,spaghetti,fromage blanc,vegetables mix,pancakes,honey,hot dogs,low fat yogurt"
853,ground beef
854,green beans
855,"frozen vegetables,mineral water,honey,whole wheat rice,champagne,escalope"
856,"parmesan cheese,milk,butter,black tea,eggs,frozen smoothie,light mayo,shampoo,low fat yogurt,green tea"
857,"mineral water,cake"
858,"turkey,mineral water,milk,pancakes,whole wheat rice,cooking oil,frozen smoothie,cookies,green tea"
859,"avocado,chocolate,french fries"
860,green tea
861,"chocolate,eggs,bug spray"
862,"grated cheese,muffins,french fries,body spray"
863,"mineral water,eggs,blueberries,soda,escalope"
864,whole wheat rice
865,"nonfat milk,cookies,mushroom cream sauce"
866,"french fries,champagne"
867,"mineral water,salmon"
868,olive oil
869,"turkey,tomatoes,ground beef,soup,milk,butter,honey,cake,mint green tea,brownies,salt"
870,"parmesan cheese,spaghetti,mineral water,chocolate,napkins,low fat yogurt"
871,"burgers,parmesan cheese,chocolate,soup,milk,olive oil,energy bar,butter,almonds,fromage blanc,eggs,cake,pancakes"
872,"shrimp,honey,pasta,energy drink,green tea"
873,"fresh tuna,chocolate,milk,french wine,muffins,pancakes,champagne,frozen smoothie"
874,strawberries
875,herb & pepper
876,"herb & pepper,frozen vegetables,tomatoes,parmesan cheese,ground beef,fromage blanc,eggs,honey,cake,rice,cereals,french fries,champagne"
877,"spaghetti,mineral water,milk,strong cheese,cereals,escalope,cottage cheese"
878,"turkey,burgers,fresh tuna,spaghetti,pancakes,eggs,cake,cottage cheese,energy drink,gluten free bar"
879,eggplant
880,"burgers,spaghetti,mineral water,almonds,honey,extra dark chocolate,carrots,mashed potato"
881,"chocolate,french fries,frozen smoothie,cottage cheese,strawberries,light mayo"
882,strong cheese
883,"chocolate,french fries"
884,"chocolate,french fries,strawberries"
885,"turkey,frozen vegetables,avocado,cake,light cream,cooking oil,chicken,chocolate bread,mashed potato"
886,"olive oil,energy bar,shallot"
887,"turkey,shrimp"
888,"chocolate,spaghetti,champagne,yogurt cake"
889,"shrimp,mineral water,chocolate,avocado,butter,zucchini,green tea"
890,"muffins,green tea,brownies"
891,yogurt cake
892,"turkey,tomato sauce,milk,butter,bacon,salmon,cooking oil,chocolate,french fries,hot dogs,melons,protein bar,mint"
893,grated cheese
894,"butter,burger sauce,brownies,pancakes"
895,"butter,pancakes,whole wheat rice,green tea,french fries,cookies,shallot,low fat yogurt"
896,"shrimp,chocolate,butter,cooking oil,escalope"
897,"burgers,red wine,frozen vegetables,pepper,spaghetti,chocolate,milk,honey,whole wheat rice,cooking oil,cereals"
898,"turkey,ground beef,spaghetti,pancakes,eggs,cake,chili,pet food,chocolate"
899,"shrimp,milk,butter,chicken,salt,mayonnaise,green tea"
900,"fresh tuna,mineral water,fromage blanc,honey,gums,chocolate,french fries,frozen smoothie,sparkling water,strawberries,green tea"
901,"chocolate,cookies"
902,"sparkling water,light mayo"
903,"frozen vegetables,tomatoes,spaghetti,chicken,french fries,escalope"
904,"turkey,burgers,butter,vegetables mix,green grapes,pancakes,eggs,cake,barbecue sauce,green tea"
905,"red wine,shrimp,yams,eggs,burger sauce,yogurt cake"
906,"french fries,light mayo"
907,"burgers,ground beef,eggs,chocolate,champagne,zucchini"
908,mushroom cream sauce
909,"butter,mint green tea"
910,whole wheat rice
911,gums
912,"mineral water,french fries,champagne,green tea"
913,"cereals,salt,green tea"
914,"shrimp,spaghetti,chocolate,french fries,escalope,cookies,brownies,pancakes,melons"
915,"ham,spaghetti,yams,chicken,cooking oil,chocolate,hot dogs"
916,eggs
917,"ground beef,olive oil,bug spray,frozen smoothie,hot dogs"
918,"frozen vegetables,spaghetti,mineral water,soup,olive oil,escalope"
919,"whole wheat rice,oil,chicken,french fries,escalope"
920,green tea
921,"parmesan cheese,whole wheat rice,escalope,champagne"
922,"fresh tuna,frozen vegetables,chicken,fromage blanc,honey,light mayo"
923,ground beef
924,"muffins,champagne,cookies,fresh bread,green tea"
925,"frozen vegetables,spaghetti,chocolate,escalope,fresh bread"
926,"pickles,spaghetti,french fries,frozen smoothie"
927,avocado
928,sandwich
929,"spaghetti,milk,oil,shampoo"
930,champagne
931,spaghetti
932,champagne
933,"avocado,milk,butter,french fries,cookies"
934,"turkey,frozen vegetables,chicken,eggs,frozen smoothie,cauliflower,low fat yogurt"
935,"burgers,shrimp,tomatoes,milk,energy bar,almonds,chicken,chocolate,french fries,body spray"
936,"burgers,milk,cake,cooking oil,french fries,escalope,zucchini"
937,"tomatoes,spaghetti,chocolate,milk,olive oil,whole wheat rice,cake,frozen smoothie,protein bar"
938,"fresh tuna,red wine,pepper,spaghetti,fromage blanc,salmon,pancakes,eggs,honey,green tea"
939,"milk,low fat yogurt"
940,"shrimp,parmesan cheese,soup,chocolate,brownies"
941,"spaghetti,chicken"
942,"grated cheese,vegetables mix,nonfat milk,green tea"
943,"fresh tuna,parmesan cheese,cider,muffins,spinach,honey,oil"
944,cake
945,"shrimp,chocolate,mushroom cream sauce,candy bars"
946,candy bars
947,"avocado,honey"
948,"shrimp,frozen vegetables,tomatoes,cottage cheese"
949,french fries
950,strawberries
951,"ground beef,almonds,french fries,escalope"
952,"grated cheese,spaghetti"
953,"turkey,mineral water,butter,frozen smoothie"
954,"frozen vegetables,spaghetti,french fries,light mayo,green tea"
955,"burgers,ham,spaghetti,whole wheat rice,eggplant,chocolate,cookies,shallot,green tea"
956,"grated cheese,frozen vegetables,spaghetti,avocado,milk,blueberries,light cream,rice,green tea,chocolate,french fries,frozen smoothie,cookies,hot dogs"
957,"burgers,shrimp,tomatoes,bacon,whole wheat rice,green tea"
958,"parmesan cheese,pancakes"
959,"parmesan cheese,cake,hot dogs,green tea"
960,"spaghetti,milk,fromage blanc,ketchup,chocolate,babies food"
961,mint
962,"chocolate,mint"
963,"butter,french fries,salt,fresh bread"
964,"chocolate,french fries,strawberries,yogurt cake,light mayo"
965,"eggs,eggplant,cookies"
966,yogurt cake
967,"herb & pepper,spaghetti,meatballs,milk,olive oil,chicken,honey,frozen smoothie,escalope,pancakes"
968,"frozen vegetables,rice,chocolate"
969,"herb & pepper,ground beef,spaghetti,chocolate,milk,eggs,light cream"
